,text,sentiment
562,can`t access your site !,negative
563,and the sun shin last,neutral
564,we the slow train ever it stop everywhere miss a quick train a few minute,positive
565,nup no cd either just a whole bunch zero and one you can free,negative
566,my graduation day ... and i feel like a failure,neutral
567,op that laugh Loud nt suppose to got to twitter,neutral
568,i not think i ever so tierd my life.ugh sleep tomorrow,neutral
569,what You go to today my girl ?,negative
570,why nt he want me anymore,neutral
571,bad hair day,negative
572,headache,negative
573,sorry guy i not sign a while sorry every1,negative
574,i just okay okay like the rest the sane population the world i hate monday,negative
575,mozart`s requiem !,neutral
576,i think i a bit love his creation and wit but not that physically attract him although he great style,neutral
577,a michael hey ! thank another great day i go to sleep now i will chat you tomorrow sweet dream,neutral
578,i bet its cool sr huh ? it`s not here i not stop sweat since noon when dad and i pack,positive
579,ohshnapss she piss blair as usual ? hahah & yeeah i bake cookie,negative
580,no bueno hollykin need to feel well as soon as possible p.s i miss you you do uni soon not you ? soproudofyou,neutral
581,cool ! you and your mother awesome hair style wish her a happy mother`s day,neutral
582,happy mother`s day mother,positive
583,expression watch this again,positive
584,stupid bipolar weather ruin my day off,neutral
585,i not want to tell you but i think it your body odour,negative
586,nice beta easport still no news the online madden,negative
587,that s pretty bad quality and probably the bad pic You post till date,neutral
588,i miss your call,negative
589,unfortunately us it look like there no funny people twitter should we move fb or start our own ... flitter,negative
590,just come back karaoke & eat dinner emily it soo much fun,negative
591,discrimination not a bad thing i learn to say no my child would say i master that year ago,positive
592,sure i can talk the fabulous part though out sorry dear,positive
593,you see the sec clip the new moon trailer ? its up ... check it its a big tease though,neutral
594,just get back work i feel pretty good work,negative
595,ahh my satz blend not save,positive
596,so ! why should that matter ? i bet you would great it i what you love right why not go it,neutral
597,dh just about finish make his giant trio candy bar thank the heavens his work mate a treat tomorrow !,positive
598,my ear pop,positive
599,work diffuse that irritation but this traffic sure not help mother f ! it always real bad the day th@ i help plan stuff,neutral
600,i submit my resume the same day and see no answer back oh well ...,negative
601,catch week lose and grey`s ! house quiet again,negative
602,i love when ryan a housewife make me smile,neutral
603,soo i`m kinda sick n tired the bs that guy dish !,positive
604,boo ... i hope a fake alien story a tinfoil cover beachball photo,negative
605,hey phill ! wazzupp ?,negative
606,miss westcott micro apollo too,neutral
607,you can buy me lunch when i get my % pay cut next month,negative
608,finally go the beach yeaah !,positive
609,ranjan i ever mention what a nice and awesome dude you ?,positive
610,last weekday do nothing school start next week !,positive
611,hello gorgeous girl ! nice new pic how you today,neutral
612,ok that duet hysterical laughing Loud,positive
613,ok i to turn all my twitt device update i get a new battery phone go fully charge to dead about hour,positive
614,michelle a hot mama chichis grande,neutral
615,either way you always tend to make my followfriday list sweetie you rock that much,neutral
616,no one i know like boil peanut t.,positive
617,watch 100th episode numb3rs love how they a throwback the first episode use the sprinkler theory,neutral
618,i sleepy but feel the weather ! ugh these tonsil i need some company or somebody to talk too,positive
619,please a cell phone a well camera it ... your picture real bad quality compare those that miley take,negative
620,ichigo she try to carry aswell bless i suppose maybe that why kid should not it ?,neutral
621,booziest weekend a long time good fun though !,positive
622,count the hour lose sunshine the weekend,positive
623,planning ! and try to call the doctor though that not go so well so mostly planning,negative
624,hooray ! i hook already,negative
625,ok then a good day,neutral
626,i agree everybody would excite and then it go ... ohh noo ms screw again,positive
627,edge leave me the contributor list this month`s issue ffs werd,neutral
628,oo growl and yummy time come soon you too huh oh yeah i hunt a combo tshirt think i can find ? no,neutral
629,i back this z index problem ... again,neutral
630,anyone out there ? so bored work ...,negative
631,hate my life the moment there`s only so many nos my delicate little mind can take,negative
632,www.myspace.com/fashionisthenextcity check and start new tee`s limited edition different way ! check facebook group too,negative
633,they the husband or the girl ?,neutral
634,think what i should vegas ? any good idea or place that a most see !,neutral
635,first day summer suck ! its overcast and cold ... this not summer ?,neutral
636,hi kiwi artist another kiwi artist,negative
637,say happy mother`s day all mom out there,neutral
638,oo ok why nt you accept my friend request,positive
639,sorry to tweet bgt but poor wonderful crazy weird greg so not fair the silly little girl never go to cope urgh not fair,neutral
640,no,negative
641,michele thank that ... now follow them love good cause,neutral
642,not available my area i would too,positive
643,its friday ! only more hour i free tomorrow oh well,negative
644,meet just time that ii ? m try to win something prize`s friday !,neutral
645,wait & have cramp,neutral
646,philosophy final today ! thank you it day now,negative
647,s plan not go as follow but its ok,positive
648,what you ? let me guess ... you skip sport and buy a new pinkish outfit,neutral
649,where the rain please come,neutral
650,my pleasure,neutral
651,1st presentation senior board ? fml,neutral
652,laugh Loud i know but it just so funny ahaha,negative
653,wide awake and grouchy as,positive
654,just when i think thing could not any bad it just and it will even bad tonight i bet my life a misery,negative
655,i not the app that it,negative
656,laugh Loud hi emmy latin would help me study the aptitude test to grad school \ that s why i wanna take it,neutral
657,out supper tonight kurumi minute,positive
658,kap but i think it cute this every night okay ?,neutral
659,happy ... skool just let ! today my last day yippee r.i.p jackson tyler morris always love and never forget,positive
660,hi mariah,positive
661,yours13 i not home my cat right now !,neutral
662,where s the music mann ! ? my inbox still empty,neutral
663,what i do atm ? oh yeah apple juice i such a rebel !,negative
664,... i`m sorry you still sick You know most them and i know that You will guess the pelzer present EMOTION_WINK,negative
